asin,title,title_length,price,total_images,gallery_video_count,has_video,has_aplus,top_keywords,unique_keyword_count,total_word_count,sentiment_keywords,has_quality_words,has_material_words,has_benefit_words,quantity_sold_365days,classification,sku_type,rating_numeric,reviews_count_numeric
B000BEWCVK,NOVICA Artisan Handmade Cultured Pearl Dangle Earrings Sterling Silver White Indonesia Bridal Birthstone [1 in L x 0.3 in W] ' Angel',22,119,9,0,FALSE,FALSE,"silver, caine, pearls, novica, handmade, earrings, sterling, indonesia, everything, bali, healthy, artisan, cultured, pearl, dangle, white, bridal, birthstone, angel, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake",79,93,"handmade, artisan, stunning, happiness, happy, timeless, giving, earth",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B09MW7NBCJ,NOVICA Artisan Handmade Woven Cotton Dress Asymmetrical Striped Clothing Multicolor Tunic Style Embroidered India 'Sailing Stripes',16,57,9,0,FALSE,FALSE,"tunic, cotton, fashion, novica, artisan, handmade, woven, asymmetrical, india, stripes, world, item, jay, kumar, crafted, color, come, garment, well, other, team, workers, give, create, different, care, dress, striped, clothing, multicolor",173,203,"artisan, handmade, crafted, create, stunning, happiness, happy, beautiful, family, passion, imagination, quality, perfect, families",TRUE,TRUE,FALSE,1,Clothing & Accessories,Child,,
B06XQ5GXWB,NOVICA Artisan Handmade Rainbow Moonstone Dangle Earrings .925 Sterling Silver from India Clear 'Moonlit Decadence',15,49,8,1,TRUE,TRUE,"novica, artisan, handmade, rainbow, moonstone, dangle, earrings, 925, sterling, silver, india, clear, moonlit, decadence",14,14,"artisan, handmade",TRUE,FALSE,FALSE,26,Jewelry,Basic Item,4.5,118
B06XHRCMLH,NOVICA Artisan Handmade Onyx Cocktail Ring Crafted Floral .925 Sterling Silver Black Red Indonesia Birthstone 'Night Bloom',17,55,8,1,TRUE,TRUE,"novica, artisan, handmade, onyx, cocktail, ring, crafted, floral, 925, sterling, silver, black, red, indonesia, birthstone, night, bloom",17,17,"artisan, handmade, crafted",TRUE,FALSE,FALSE,13,Jewelry,Child,4.3,91
B06XT2ZQKP,NOVICA Artisan Amethyst Pendant Necklace Faceted and Sterling Silver from India Purple Birthstone [18 in L 2 mm W Pendant(s) 1.3 in L x 0.4 in W x 0.2 in D] ' Lavender Drop',34,84,8,1,TRUE,TRUE,"pendant, novica, artisan, amethyst, necklace, faceted, sterling, silver, india, purple, birthstone, lavender, drop",13,14,artisan,TRUE,FALSE,FALSE,5,Jewelry,Basic Item,5,3
B01H2JDDBE,NOVICA Artisan Handcrafted Amethyst Rainbow Moonstone Pendant Necklace | Sterling Silver Teardrop Pendant Necklace | Silver with Faceted Sterling Clear Purple from India Two Teardrop Necklace,26,114,8,1,TRUE,TRUE,"necklace, novica, silver, artist, amethyst, moonstone, pendant, sterling, india, handmade, shanker, chain, jewelry, artisans, rainbow, teardrop, farming, family, handcrafted, faceted, two, design, work, along, uncle, started, world, spread, happiness, customers",237,388,"handmade, family, handcrafted, happiness, impact, artisan, beautiful, tradition, help, quality, certified, environmental, empower, crafted, ideal",TRUE,FALSE,FALSE,100,Jewelry,Basic Item,4.5,273
B07YSWRTTP,NOVICA Artisan Handmade .925 Sterling Silver Cocktail Ring Balinese Bow Indonesia 'Celuk Bow',13,44,8,1,TRUE,TRUE,"bow, novica, artisan, handmade, 925, sterling, silver, cocktail, ring, balinese, indonesia, celuk",12,13,"artisan, handmade",TRUE,FALSE,FALSE,3,Jewelry,Child,4.3,7
B00E1U0USM,NOVICA Artisan Handmade Jade Pendant Necklace Guatemalan Sterling Silver Green Cypress Animal Themed Good Luck Bird [18 in L 2 mm W Pendant(s) 1.5 in L x 0.6 in W x 0.2 in D] ' Dark Green Sacred,38,139,8,1,TRUE,TRUE,"silver, novica, necklace, pendant, jade, artist, handmade, sterling, jewelry, artisans, green, quetzal, ancient, zandra, lorena, sajbin, traditions, first, guatemalan, bird, dark, today, guatemala, behind, happy, husband, own, him, world, spread",238,394,"handmade, green, ancient, happy, happiness, artisan, original, honor, crafted, beautiful, help, empower, impact, ideal, masterpiece",TRUE,FALSE,FALSE,4,Jewelry,Basic Item,4.7,8
B0057Y5NHO,"NOVICA Metallic Handcrafted Recycled Metal Auto Part Sculpture, 6.5"" Tall, 'Pediatrician'S Appointment'",12,39,7,1,TRUE,TRUE,"artisans, novica, unique, handmade, armando, ramirez, world, metal, better, recycled, size, create, scrap, pediatrician, means, item, piece, art, way, artisan, born, product, long, artist, sculptures, finish, happy, customers, where, love",265,466,"unique, handmade, better, recycled, create, artisan, happy, love, crafted, traditional, creating, enjoyable, mission, happiness, fair",TRUE,TRUE,TRUE,1,Sculpture,Basic Item,5,3
B01LZWB0KC,"NOVICA Brown Wood Abstract Sculpture, 9.5"" Tall, 'Moment of Tenderness'",10,69,8,2,TRUE,TRUE,"artisans, wood, novica, unique, suar, handmade, piece, world, each, carving, made, wirata, face, image, work, art, hand, quality, human, figure, who, customers, better, where, love, visit, store, what, sculpture, means",250,406,"unique, handmade, quality, better, love, crafted, natural, artisan, loving, mission, happy, create, fair, trade, creating",TRUE,TRUE,TRUE,1,Sculpture,Basic Item,4.7,5
B016PYPZC2,NOVICA Artisan Handcrafted Jhumka Filigree Sterling Silver Chandelier Earrings,9,57,8,1,TRUE,TRUE,"novica, artisan, handcrafted, jhumka, filigree, sterling, silver, chandelier, earrings",9,9,"artisan, handcrafted",TRUE,FALSE,FALSE,409,Jewelry,Basic Item,4.1,355
B07527G2Q2,NOVICA Artisan Handmade Amethyst Solitaire Ring .925 Sterling Silver Purple Single Stone Indonesia Birthstone 'Magical Force in Purple',18,27,9,0,FALSE,FALSE,"novica, handmade, amethyst, solitaire, ring, sterling, silver, purple, single, stone, indonesia, artisan, 925, birthstone, magical, force, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread",51,62,"handmade, artisan, stunning, happiness, happy, handcrafted",TRUE,FALSE,FALSE,1,Jewelry,Child,5,2
B014LB9ARW,NOVICA Artisan Handmade Glass Highball Glasses Mexican Multicolor 13 Oz 6 Orange Mexico Tableware Drinkware Water Recycled Eco Friendly [6in H x 3.3in Diam. 13 Oz.] 'Rainbow Centrifuge' (Set of 6),31,,8,2,TRUE,TRUE,"novica, artisan, quality, handmade, glass, highball, glasses, mexican, multicolor, orange, mexico, tableware, drinkware, water, recycled, eco, friendly, 6in, 3in, diam, rainbow, centrifuge, set, authentic, original, fair, trade, product, association, national",46,50,"artisan, quality, handmade, recycled, eco, authentic, original, fair, trade, certified, story, exceptional, crafted, treasured",TRUE,TRUE,TRUE,16,Tableware & Entertaining,Basic Item,4.8,51
B08NBZKTHH,NOVICA Artisan Handwoven Cotton Blend Sarong Striped in Sage from India Clothing White Green Patternedstriped ' Stylish Stripes in Sage',20,17,7,1,TRUE,TRUE,"sage, novica, artisan, handwoven, cotton, blend, sarong, striped, india, clothing, white, green, patternedstriped, stylish, stripes",15,16,"artisan, green",TRUE,TRUE,FALSE,7,Clothing & Accessories,Basic Item,5,1
B08NCDGXYB,NOVICA Artisan Handmade Citrine Composite Turquoise Dangle Earrings Sterling Silver Reconstituted India Gemstone Birthstone [1.6 in L x 0.6 in W x 0.3 in D] ' Triple Fascination',28,69,8,1,TRUE,TRUE,"novica, artisan, handmade, citrine, composite, turquoise, dangle, earrings, sterling, silver, reconstituted, india, gemstone, birthstone, triple, fascination",16,16,"artisan, handmade",TRUE,FALSE,FALSE,7,Jewelry,Basic Item,5,1
B072YT177V,NOVICA .925 Sterling Silver Dangle Earrings 'Shining Songket',8,54,8,1,TRUE,TRUE,"novica, 925, sterling, silver, dangle, earrings, shining, songket",8,8,,FALSE,FALSE,FALSE,94,Jewelry,Basic Item,4.6,298
B01CTGSXGK,NOVICA Artisan Handmade Lapis Lazuli Dangle Earrings Ornate Sterling Silver with Blue India Snorkel Birthstone [2 in L x 0.6 in W x 0.3 in D] ' Johari Treasure',29,109,8,1,TRUE,TRUE,"novica, artisan, handmade, lapis, lazuli, dangle, earrings, ornate, sterling, silver, blue, india, snorkel, birthstone, johari, treasure",16,16,"artisan, handmade, treasure",TRUE,FALSE,FALSE,9,Jewelry,Basic Item,4.3,32
B08WHW8D2F,NOVICA Artisan Handmade Ceramic Wall Sculpture Handpainted Fish from Mexico Multicolor Decor Art Talavera Fishsea Life [13in H x 10.75in W x 2.2in D] ' Green Angelfish',27,40,8,2,TRUE,TRUE,"artisans, novica, world, handmade, artisan, wall, customers, better, time, item, where, love, visit, store, what, ceramic, mission, happy, products, page, create, future, unique, honored, decorative, less, works, quality, sculpture, handpainted",133,194,"handmade, artisan, better, love, mission, happy, create, unique, quality, green, happiness, improve, impact, dream, stories",TRUE,TRUE,TRUE,19,Wall Decor,Basic Item,5,5
B01D1WDC6C,NOVICA Artisan Handmade Gold Plated Filigree Flower Earrings Dangle Peru Floral [1.4 in L x 0.8 in W] ' Yellow Rose',21,127,6,0,FALSE,FALSE,"filigree, earrings, peru, novica, handmade, gold, flower, world, crafted, sterling, silver, giuliana, valz, gen, hand, artisan, plated, dangle, floral, yellow, rose, works, together, talented, artists, artisans, designers, around, produce, stunning",92,110,"handmade, crafted, artisan, stunning, happiness, happy, creating, tradition",TRUE,TRUE,FALSE,2,Jewelry,Basic Item,3,1
B06XKLXFPM,"NOVICA Golden Mohena Wood Wall Mounted Round Sun Mirrors, Golden Fleur De Lis' (Pair)",14,119,8,2,TRUE,TRUE,"artisans, novica, world, wall, customers, better, where, love, visit, store, what, golden, mohena, wood, mirrors, mission, happy, handmade, products, page, create, future, time, unique, decorative, less, fair, trade, artisan, product",132,190,"better, love, mission, happy, handmade, create, unique, fair, trade, artisan, quality, happiness, improve, impact, dream",TRUE,TRUE,TRUE,1,Mirrors,Basic Item,4,1
B01D3OI2QI,NOVICA Artisan Handmade Lapis Lazuli Beaded Necklace Brass Crocheted Blue Thailand Royal Snorkel Floral Birthstone [19 in L x 0.6 in W] ' Daisy Melody',25,53,6,0,FALSE,FALSE,"novica, handmade, lapis, lazuli, necklace, brass, crocheted, thailand, floral, beads, tiraphan, hasub, jewelry, artisan, beaded, blue, royal, snorkel, birthstone, daisy, melody, works, together, talented, artists, artisans, designers, around, world, produce",76,89,"handmade, artisan, stunning, happiness, happy, delightful, women, inspired, create, original",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,4.6,
B000YG3Q4M,NOVICA Artisan Handmade .925 Sterling Silver Cluster Earrings Waterfall Dangle Thailand 'Heavenly Dewdrops',13,49,7,2,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, cluster, earrings, waterfall, dangle, thailand, heavenly, dewdrops",13,13,"artisan, handmade",TRUE,FALSE,FALSE,6,Jewelry,Basic Item,5,8
B01CTGTH92,NOVICA Artisan Handmade Onyx Bangle Bracelet Silver Balinesestyle Large Sterling Black Indonesia Birthstone [8 in Inner Circ. x 0.1 in W] ' Harmony of Three' Large,26,89,6,0,FALSE,FALSE,"large, novica, artisan, handmade, onyx, bangle, bracelet, silver, balinesestyle, sterling, black, indonesia, birthstone, inner, circ, harmony, three",17,18,"artisan, handmade",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,3.6,4
B01D1WDXQG,NOVICA Artisan Handmade Blue Topaz Citrine Dangle Earrings Balinese Sterling Silver Yellow Indonesia Floral Birthstone [2.3 in L x 0.8 in W x 0.2 in D] ' Plumeria Dew',29,69,8,1,TRUE,TRUE,"novica, artisan, handmade, blue, topaz, citrine, dangle, earrings, balinese, sterling, silver, yellow, indonesia, floral, birthstone, plumeria, dew",17,17,"artisan, handmade",TRUE,FALSE,FALSE,19,Jewelry,Basic Item,4.8,12
B0751YDR8X,NOVICA Artisan Handmade Sterling Silver Band Ring Unisex Braided from Bali Indonesia [band Width 7 mm W] ' Singaraja Weave',20,69,8,1,TRUE,TRUE,"band, novica, artisan, handmade, sterling, silver, ring, unisex, braided, bali, indonesia, width, singaraja, weave",14,15,"artisan, handmade",TRUE,FALSE,FALSE,12,Jewelry,Child,4.7,11
B08MLNXZ2P,"NOVICA .925 Sterling Silver Geometric Band Ring, Atlantis Power' (6)",10,119,8,1,TRUE,TRUE,"novica, 925, sterling, silver, geometric, band, ring, atlantis, power",9,9,,FALSE,FALSE,FALSE,1,Jewelry,Child,5,3
B075236PRX,NOVICA Artisan Handmade Lapis Lazuli Cocktail Ring .925 Sterling Silver India Blue Riverside Birthstone 'Swirling Sky',16,139,9,0,FALSE,FALSE,"novica, handmade, lapis, lazuli, cocktail, ring, sky, artisan, 925, sterling, silver, india, blue, riverside, birthstone, swirling, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread",57,64,"handmade, artisan, stunning, happiness, happy, handcrafted, beautiful",TRUE,FALSE,FALSE,1,Jewelry,Child,,
B0082HCJ3O,"NOVICA Blue Celadon Ceramic Handmade Christmas Holiday Nativity Scene, 5"" Tall 'Thai Christmas' (Set of 9)",16,114,6,2,TRUE,TRUE,"novica, nativity, scene, artist, celadon, piece, ceramic, duangkamol, thai, handmade, christmas, home, together, pieces, artisans, who, art, other, stoneware, works, generations, quality, certified, spread, happiness, customers, around, impact, handcrafted, decor",260,429,"handmade, quality, certified, happiness, impact, handcrafted, celebrating, family, elegant, ancient, enjoy, beautiful, exceptional, environmental, empower",TRUE,TRUE,TRUE,3,Sculpture,Basic Item,4.9,25
B081TL683S,NOVICA Artisan Handmade Onyx Cocktail Ring Glittering Green from India .925 Sterling Silver Single Stone Gemstone Birthstone 'Glittering Verdant Drop',20,79,8,0,FALSE,FALSE,"cocktail, ring, glittering, novica, handmade, onyx, india, sterling, silver, stone, verdant, artisan, green, 925, single, gemstone, birthstone, drop, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures",54,68,"handmade, artisan, green, stunning, happiness, happy",TRUE,FALSE,FALSE,1,Jewelry,Child,5,3
B01JK3MQRW,NOVICA Artisan Handcrafted Cultured Pearl Carnelian Cluster Earrings Citrine Sterling Silver Plated Glass Bead Dyed Multicolor Green Beaded Thailand Birthstone [1.8 in L x 0.6 in W] ' Turning,29,27,7,0,FALSE,FALSE,"novica, artisan, carnelian, cluster, earrings, citrine, sterling, silver, glass, green, thailand, nareerat, pearls, handcrafted, cultured, pearl, plated, bead, dyed, multicolor, beaded, birthstone, turning, works, together, talented, artists, artisans, designers, around",80,93,"artisan, green, handcrafted, stunning, handmade, happiness, happy",TRUE,TRUE,FALSE,1,Jewelry,Basic Item,,
B0752H86NG,Novica Artisan Handmade .925 Sterling Silver Meditation Spinner Ring With Leaf Motifs From India Band Tree 'Spinning Leaves',18,43,8,1,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, meditation, spinner, ring, leaf, motifs, india, band, tree, spinning, leaves",16,16,"artisan, handmade",TRUE,FALSE,FALSE,7,Jewelry,Child,4.3,398
B07527HTZL,NOVICA Artisan Handmade Men's Rainbow Moonstone Ring Sterling Silver Clear Domed Single Indonesia Animal Themed Wild Cat [crownbezel 0.3 in H x 0.8 in W x 0.4 in D Band Width 3 mm W] ' Lion' S,37,79,8,1,TRUE,TRUE,"novica, artisan, handmade, men, rainbow, moonstone, ring, sterling, silver, clear, domed, single, indonesia, animal, themed, wild, cat, crownbezel, band, width, lion",21,21,"artisan, handmade",TRUE,FALSE,FALSE,15,Jewelry,Child,4.4,205
B08PG3914T,NOVICA Artisan Handmade Rayon Batik Face Masks 3 Double Layer Stamped Elastic Loop Accessories Assorted Pleated Patterned Indonesia ' Island Attitude' Set of 3,24,9,9,0,FALSE,FALSE,"masks, one, designs, novica, handmade, rayon, batik, face, double, layer, stamped, elastic, loop, island, set, feature, artisan, accessories, assorted, pleated, patterned, indonesia, attitude, works, together, talented, artists, artisans, designers, around",110,129,"handmade, artisan, stunning, happiness, happy, green, designed",TRUE,TRUE,FALSE,1,Accessories,Basic Item,4.3,
B07KNKGVS4,NOVICA Artisan Handcrafted Sterling Silver Cocktail Ring Bat from Bali Indonesia Animal Themed Halloween [ring Front 0.5 in L x 0.8 in W x 0.4 in H Band Width 2 mm W] ' Beautiful Bat',35,67,9,0,FALSE,FALSE,"ring, bat, novica, artisan, handcrafted, sterling, silver, cocktail, bali, indonesia, animal, themed, halloween, front, band, width, beautiful",17,19,"artisan, handcrafted, beautiful",TRUE,FALSE,FALSE,23,Jewelry,Child,4.6,66
B01JMBAGCY,NOVICA Artisan Handmade Gold Accent Blue Topaz Cuff Bracelet Sterling Silver Hinged with Indonesia Serenity Birthstone [6.25 in L (end to End) x 0.3 in W] ' Sukawati Secret',29,119,8,0,FALSE,FALSE,"end, novica, artisan, handmade, gold, accent, blue, topaz, cuff, bracelet, sterling, silver, hinged, indonesia, serenity, birthstone, sukawati, secret",18,19,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,5,1
B07Z78BJ38,NOVICA Artisan Handmade Rainbow Moonstone Cocktail Ring .925 Sterling Silver Single Clear Indonesia Gemstone 'Glorious Vines',16,69,8,1,TRUE,TRUE,"novica, artisan, handmade, rainbow, moonstone, cocktail, ring, 925, sterling, silver, single, clear, indonesia, gemstone, glorious, vines",16,16,"artisan, handmade",TRUE,FALSE,FALSE,3,Jewelry,Child,4.4,64
B06XT9GFPD,NOVICA Artisan Jade Pendant Necklace Green Rope Motif from Guatemala Sterling Silver [18 in L 2 mm W Pendant(s) 1.2 in H x 0.5 in W x 0.2 in D] ' Green Gaze',33,89,9,0,FALSE,FALSE,"pendant, green, silver, novica, jade, necklace, rope, guatemala, sterling, happy, stone, zandra, lorena, sajbin, artisan, motif, gaze, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, handmade, treasures",69,86,"green, happy, artisan, stunning, handmade, happiness, help, crafted, beautiful",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,5,1
